material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability
Metal,1835,Low,1,3.303,9.175,5
Glass,669,High,1,1.004,3.345,6
Ceramic,1103,Medium,1,1.324,5.515,5
Paper,1089,Medium,1,0.98,5.445,9
Ceramic,941,Low,1,1.129,4.705,5
Bioplastic,1882,Low,1,1.317,9.41,7
Bioplastic,1110,Medium,0,0.777,5.55,7
Bioplastic,617,Low,1,0.432,3.085,7
Glass,1344,Medium,1,2.016,6.72,6
Glass,113,Low,1,0.17,0.565,6
Glass,1554,Medium,1,2.331,7.77,6
Paper,1677,High,1,1.509,8.385,9
Glass,1493,Low,1,2.24,7.465,6
Bioplastic,1952,Medium,0,1.366,9.76,7
Glass,1203,Medium,1,1.804,6.015,6
Paper,1846,Low,1,1.661,9.23,9
Paper,335,Medium,1,0.301,1.675,9
Paper,1925,Medium,1,1.732,9.625,9
Paper,1417,Low,1,1.275,7.085,9
Ceramic,402,High,1,0.482,2.01,5
Glass,683,High,1,1.024,3.415,6
Plastic,1435,High,1,3.014,7.175,2
Metal,1756,Medium,1,3.161,8.78,5
Ceramic,1159,Medium,0,1.391,5.795,5
Ceramic,1086,Medium,1,1.303,5.43,5
Glass,803,Low,1,1.204,4.015,6
Paper,1275,Low,1,1.147,6.375,9
Paper,1931,Medium,1,1.738,9.655,9
Bioplastic,782,Medium,1,0.547,3.91,7
Ceramic,1944,High,0,2.333,9.72,5
Bioplastic,1755,Medium,1,1.228,8.775,7
Plastic,1130,Medium,1,2.373,5.65,2
Ceramic,1547,High,1,1.856,7.735,5
Ceramic,353,Medium,1,0.424,1.765,5
Bioplastic,514,High,0,0.36,2.57,7
Plastic,1838,Medium,1,3.86,9.19,2
Bioplastic,1352,Low,1,0.946,6.76,7
Plastic,210,Medium,1,0.441,1.05,2
Paper,1366,Medium,1,1.229,6.83,9
Plastic,1343,Medium,1,2.82,6.715,2
Plastic,1954,Low,1,4.103,9.77,2
Plastic,1862,Low,1,3.91,9.31,2
Bioplastic,883,High,1,0.618,4.415,7
Ceramic,888,High,0,1.066,4.44,5
Plastic,1912,Medium,1,4.015,9.56,2
Paper,934,Low,0,0.841,4.67,9
Metal,1156,High,1,2.081,5.78,5
Paper,1755,Low,1,1.579,8.775,9
Bioplastic,561,Low,1,0.393,2.805,7
Metal,1506,Low,0,2.711,7.53,5
Paper,1134,Medium,1,1.021,5.67,9
Metal,1561,Medium,0,2.81,7.805,5
Metal,1584,Low,0,2.851,7.92,5
Paper,463,Medium,1,0.417,2.315,9
Plastic,506,Medium,1,1.063,2.53,2
Paper,814,Low,1,0.733,4.07,9
Bioplastic,1281,Low,1,0.897,6.405,7
Metal,970,High,0,1.746,4.85,5
Glass,420,Low,0,0.63,2.1,6
Plastic,765,Low,1,1.607,3.825,2
Bioplastic,1078,High,1,0.755,5.39,7
Bioplastic,515,Medium,1,0.36,2.575,7
Glass,253,High,1,0.38,1.265,6
Bioplastic,639,Medium,1,0.447,3.195,7
Bioplastic,1409,Medium,1,0.986,7.045,7
Paper,546,Low,1,0.491,2.73,9
Plastic,801,Medium,1,1.682,4.005,2
Metal,951,Low,0,1.712,4.755,5
Ceramic,934,High,1,1.121,4.67,5
Bioplastic,171,Low,0,0.12,0.855,7
Plastic,830,Medium,0,1.743,4.15,2
Glass,1195,Low,0,1.792,5.975,6
Paper,1277,Low,0,1.149,6.385,9
Paper,1940,High,0,1.746,9.7,9
Metal,1998,Low,1,3.596,9.99,5
Ceramic,1126,Medium,1,1.351,5.63,5
Glass,446,High,1,0.669,2.23,6
Glass,1713,Low,1,2.57,8.565,6
Plastic,1911,Low,0,4.013,9.555,2
Metal,1609,Low,1,2.896,8.045,5
Paper,414,Low,1,0.373,2.07,9
Metal,550,Medium,1,0.99,2.75,5
Bioplastic,1801,Low,1,1.261,9.005,7
Bioplastic,1976,Low,1,1.383,9.88,7
Glass,218,Low,1,0.327,1.09,6
Metal,372,Medium,1,0.67,1.86,5
Plastic,886,Medium,1,1.861,4.43,2
Bioplastic,193,Low,1,0.135,0.965,7
Plastic,154,Medium,1,0.323,0.77,2
Bioplastic,1219,High,1,0.853,6.095,7
Glass,551,High,1,0.827,2.755,6
Plastic,1327,Low,1,2.787,6.635,2
Plastic,384,Medium,1,0.806,1.92,2
Paper,365,Medium,1,0.329,1.825,9
Plastic,1817,High,1,3.816,9.085,2
Glass,1822,Medium,1,2.733,9.11,6
Plastic,605,Medium,1,1.27,3.025,2
Metal,1514,Medium,1,2.725,7.57,5
Metal,613,Medium,0,1.103,3.065,5
Plastic,459,High,1,0.964,2.295,2
Plastic,1748,Low,1,3.671,8.74,2
Metal,348,Low,1,0.626,1.74,5
Metal,985,Low,1,1.773,4.925,5
Paper,930,High,1,0.837,4.65,9
Bioplastic,493,Low,1,0.345,2.465,7
Ceramic,421,Medium,1,0.505,2.105,5
Metal,577,Low,1,1.039,2.885,5
Paper,964,Low,1,0.868,4.82,9
Paper,947,Medium,1,0.852,4.735,9
Metal,1859,Low,1,3.346,9.295,5
Metal,1209,Medium,1,2.176,6.045,5
Ceramic,957,Low,1,1.148,4.785,5
Metal,406,Low,1,0.731,2.03,5
Bioplastic,1770,Medium,1,1.239,8.85,7
Ceramic,871,Medium,0,1.045,4.355,5
Bioplastic,1421,High,1,0.995,7.105,7
Glass,1730,Low,0,2.595,8.65,6
Glass,447,Medium,0,0.67,2.235,6
Plastic,1908,Low,0,4.007,9.54,2
Metal,1050,Medium,0,1.89,5.25,5
Glass,1187,Medium,1,1.78,5.935,6
Paper,820,Medium,1,0.738,4.1,9
Bioplastic,152,High,1,0.106,0.76,7
Paper,1582,Medium,1,1.424,7.91,9
Plastic,1802,Medium,1,3.784,9.01,2
Paper,164,Medium,0,0.148,0.82,9
Bioplastic,1339,Medium,1,0.937,6.695,7
Glass,797,High,0,1.196,3.985,6
Glass,573,High,0,0.86,2.865,6
Glass,1714,Low,1,2.571,8.57,6
Glass,1036,Medium,1,1.554,5.18,6
Glass,600,Low,1,0.9,3,6
Metal,1776,Low,1,3.197,8.88,5
Paper,1681,Low,0,1.513,8.405,9
Metal,241,High,1,0.434,1.205,5
Ceramic,229,High,1,0.275,1.145,5
Glass,350,Low,1,0.525,1.75,6
Bioplastic,273,High,1,0.191,1.365,7
Plastic,1327,Medium,1,2.787,6.635,2
Bioplastic,844,Medium,0,0.591,4.22,7
Metal,233,Low,0,0.419,1.165,5
Bioplastic,1056,Low,1,0.739,5.28,7
Paper,1686,High,1,1.517,8.43,9
Bioplastic,362,Low,1,0.253,1.81,7
Ceramic,517,Medium,1,0.62,2.585,5
Metal,1077,Medium,1,1.939,5.385,5
Paper,709,Medium,0,0.638,3.545,9
Paper,1284,High,1,1.156,6.42,9
Glass,1752,High,1,2.628,8.76,6
Ceramic,396,Low,1,0.475,1.98,5
Bioplastic,1319,Low,0,0.923,6.595,7
Glass,1272,Low,1,1.908,6.36,6
Bioplastic,767,Medium,1,0.537,3.835,7
Ceramic,537,Medium,1,0.644,2.685,5
Bioplastic,663,Medium,1,0.464,3.315,7
Glass,1211,Low,0,1.817,6.055,6
Metal,668,Low,1,1.202,3.34,5
Glass,1070,Medium,0,1.605,5.35,6
Bioplastic,1556,Low,1,1.089,7.78,7
Plastic,574,Low,0,1.205,2.87,2
Ceramic,929,Low,1,1.115,4.645,5
Paper,1461,Low,1,1.315,7.305,9
Metal,1371,Low,0,2.468,6.855,5
Bioplastic,1785,Low,1,1.25,8.925,7
Paper,348,High,1,0.313,1.74,9
Metal,1583,Low,1,2.849,7.915,5
Plastic,834,Medium,1,1.751,4.17,2
Bioplastic,774,Medium,1,0.542,3.87,7
Bioplastic,575,Low,1,0.403,2.875,7
Glass,1594,High,1,2.391,7.97,6
Plastic,1141,Low,1,2.396,5.705,2
Plastic,985,Medium,0,2.068,4.925,2
Glass,606,Low,1,0.909,3.03,6
Metal,1192,Low,0,2.146,5.96,5
Glass,1444,Low,0,2.166,7.22,6
Glass,1725,Low,1,2.587,8.625,6
Plastic,191,Medium,0,0.401,0.955,2
Glass,1816,Medium,0,2.724,9.08,6
Ceramic,1190,Medium,1,1.428,5.95,5
Bioplastic,1837,High,1,1.286,9.185,7
Metal,516,Low,1,0.929,2.58,5
Ceramic,1738,Medium,1,2.086,8.69,5
Ceramic,327,Low,1,0.392,1.635,5
Bioplastic,863,High,1,0.604,4.315,7
Plastic,1006,Low,1,2.113,5.03,2
Bioplastic,747,Low,1,0.523,3.735,7
Paper,1773,High,1,1.596,8.865,9
Ceramic,1253,Low,1,1.504,6.265,5
Bioplastic,223,Medium,0,0.156,1.115,7
Bioplastic,1106,Low,1,0.774,5.53,7
Ceramic,1904,Low,1,2.285,9.52,5
Metal,1824,High,0,3.283,9.12,5
Bioplastic,362,High,1,0.253,1.81,7
Bioplastic,819,Medium,1,0.573,4.095,7
Ceramic,473,Low,1,0.568,2.365,5
Bioplastic,1414,Medium,1,0.99,7.07,7
Metal,1265,Medium,1,2.277,6.325,5
Ceramic,112,Medium,1,0.134,0.56,5
Plastic,1278,Low,1,2.684,6.39,2
Plastic,645,Low,0,1.355,3.225,2
Bioplastic,1207,Low,1,0.845,6.035,7
Bioplastic,1950,Medium,1,1.365,9.75,7
Metal,1287,Medium,1,2.317,6.435,5
Paper,1522,High,0,1.37,7.61,9
Ceramic,1891,Medium,1,2.269,9.455,5
Metal,797,Medium,1,1.435,3.985,5
Bioplastic,1210,Low,1,0.847,6.05,7
Plastic,171,High,1,0.359,0.855,2
Metal,432,Low,1,0.778,2.16,5
Glass,1162,Medium,0,1.743,5.81,6
Bioplastic,925,High,1,0.647,4.625,7
Bioplastic,1778,Low,1,1.245,8.89,7
Bioplastic,1231,Medium,0,0.862,6.155,7
Glass,1175,Medium,1,1.762,5.875,6
Plastic,1540,Medium,0,3.234,7.7,2
Glass,267,Medium,1,0.401,1.335,6
Ceramic,383,Low,1,0.46,1.915,5
Glass,1850,High,1,2.775,9.25,6
Glass,530,Low,0,0.795,2.65,6
Ceramic,230,Medium,1,0.276,1.15,5
Metal,706,Medium,1,1.271,3.53,5
Glass,296,Low,1,0.444,1.48,6
Glass,1092,Medium,1,1.638,5.46,6
Ceramic,483,Medium,1,0.58,2.415,5
Glass,1781,Medium,1,2.671,8.905,6
Paper,1275,High,1,1.147,6.375,9
Metal,544,Low,1,0.979,2.72,5
Bioplastic,1870,Medium,1,1.309,9.35,7
Glass,218,Low,1,0.327,1.09,6
Paper,1356,Low,1,1.22,6.78,9
Bioplastic,1633,Low,1,1.143,8.165,7
Metal,1795,Medium,1,3.231,8.975,5
Ceramic,1338,Medium,0,1.606,6.69,5
Metal,1786,Low,0,3.215,8.93,5
Paper,1829,Low,1,1.646,9.145,9
Ceramic,1632,Medium,0,1.958,8.16,5
Ceramic,150,Low,1,0.18,0.75,5
Ceramic,1104,Medium,1,1.325,5.52,5
Paper,200,High,0,0.18,1,9
Ceramic,135,Medium,1,0.162,0.675,5
Plastic,1695,Low,1,3.559,8.475,2
Bioplastic,1857,Medium,1,1.3,9.285,7
Paper,862,Low,1,0.776,4.31,9
Metal,1610,Low,1,2.898,8.05,5
Metal,724,Low,1,1.303,3.62,5
Paper,580,Low,0,0.522,2.9,9
Metal,1805,Medium,1,3.249,9.025,5
Ceramic,957,High,1,1.148,4.785,5
Paper,1556,High,0,1.4,7.78,9
Metal,227,Medium,0,0.409,1.135,5
Glass,1955,High,0,2.933,9.775,6
Bioplastic,683,Medium,0,0.478,3.415,7
Ceramic,250,Low,1,0.3,1.25,5
Plastic,900,Medium,1,1.89,4.5,2
Plastic,660,Medium,1,1.386,3.3,2
Metal,235,Low,1,0.423,1.175,5
Glass,1263,Low,1,1.895,6.315,6
Plastic,756,High,1,1.588,3.78,2
Paper,1134,Low,1,1.021,5.67,9
Plastic,1827,High,1,3.837,9.135,2
Paper,871,Medium,1,0.784,4.355,9
Ceramic,1757,Low,1,2.108,8.785,5
Plastic,204,Low,1,0.428,1.02,2
Plastic,1597,Medium,1,3.354,7.985,2
Paper,122,High,1,0.11,0.61,9
Ceramic,1635,High,0,1.962,8.175,5
Ceramic,276,High,1,0.331,1.38,5
Bioplastic,721,High,0,0.505,3.605,7
Bioplastic,1878,Low,1,1.315,9.39,7
Ceramic,368,Medium,0,0.442,1.84,5
Metal,1484,Medium,1,2.671,7.42,5
Bioplastic,1975,Medium,1,1.383,9.875,7
Plastic,937,Medium,1,1.968,4.685,2
Plastic,1332,Medium,0,2.797,6.66,2
Bioplastic,136,High,1,0.095,0.68,7
Ceramic,1693,Medium,1,2.032,8.465,5
Ceramic,1333,Low,0,1.6,6.665,5
Metal,1873,Medium,1,3.371,9.365,5
Ceramic,1981,Low,1,2.377,9.905,5
Paper,1538,Low,1,1.384,7.69,9
Plastic,379,High,1,0.796,1.895,2
Metal,146,Medium,1,0.263,0.73,5
Bioplastic,1483,Low,1,1.038,7.415,7
Paper,366,Low,1,0.329,1.83,9
Metal,555,Medium,1,0.999,2.775,5
Metal,427,Low,1,0.769,2.135,5
Plastic,697,Low,0,1.464,3.485,2
Metal,919,High,1,1.654,4.595,5
Metal,1572,High,1,2.83,7.86,5
Paper,193,Low,1,0.174,0.965,9
Ceramic,1141,Medium,0,1.369,5.705,5
Bioplastic,1185,Medium,0,0.83,5.925,7
Metal,1322,Medium,1,2.38,6.61,5
Metal,773,Medium,1,1.391,3.865,5
Plastic,1271,Medium,0,2.669,6.355,2
Paper,924,Medium,1,0.832,4.62,9
Ceramic,1390,Medium,0,1.668,6.95,5
Plastic,820,Low,1,1.722,4.1,2
Glass,1516,Medium,1,2.274,7.58,6
Bioplastic,1524,Low,1,1.067,7.62,7
Plastic,334,Low,0,0.701,1.67,2
Bioplastic,384,Medium,0,0.269,1.92,7
Plastic,533,Medium,1,1.119,2.665,2
Ceramic,1384,Medium,0,1.661,6.92,5
Metal,1741,Low,0,3.134,8.705,5
Plastic,862,Low,1,1.81,4.31,2
Plastic,1818,Low,1,3.818,9.09,2
Glass,225,High,1,0.338,1.125,6
Glass,1433,Medium,1,2.15,7.165,6
Ceramic,1326,Medium,1,1.591,6.63,5
Glass,1206,High,1,1.809,6.03,6
Metal,1869,High,1,3.364,9.345,5
Plastic,1142,Medium,1,2.398,5.71,2
Metal,419,Medium,1,0.754,2.095,5
Metal,786,Low,0,1.415,3.93,5
Paper,1421,High,1,1.279,7.105,9
Ceramic,884,High,1,1.061,4.42,5
Plastic,1696,Low,1,3.562,8.48,2
Metal,199,Low,1,0.358,0.995,5
Bioplastic,772,High,0,0.54,3.86,7
Metal,1574,Medium,1,2.833,7.87,5
Paper,129,Low,1,0.116,0.645,9
Ceramic,1452,Low,1,1.742,7.26,5
Plastic,550,Low,1,1.155,2.75,2
Metal,310,Low,0,0.558,1.55,5
Bioplastic,1392,Medium,1,0.974,6.96,7
Bioplastic,1790,High,1,1.253,8.95,7
Glass,1163,Medium,0,1.744,5.815,6
Ceramic,1945,Medium,0,2.334,9.725,5
Bioplastic,1441,Low,1,1.009,7.205,7
Metal,1833,High,1,3.299,9.165,5
Paper,342,Low,1,0.308,1.71,9
Glass,1057,High,1,1.585,5.285,6
Ceramic,1645,Low,1,1.974,8.225,5
Paper,1349,Medium,1,1.214,6.745,9
Glass,264,High,1,0.396,1.32,6
Metal,486,Low,1,0.875,2.43,5
Glass,593,Low,1,0.889,2.965,6
Paper,613,Low,1,0.552,3.065,9
Plastic,1816,Medium,1,3.814,9.08,2
Plastic,1300,Low,1,2.73,6.5,2
Glass,969,Low,1,1.454,4.845,6
Plastic,117,Medium,1,0.246,0.585,2
Glass,1500,Medium,1,2.25,7.5,6
Glass,894,Medium,1,1.341,4.47,6
Glass,1958,High,1,2.937,9.79,6
Paper,195,Medium,0,0.175,0.975,9
Paper,531,Medium,1,0.478,2.655,9
Bioplastic,530,Medium,1,0.371,2.65,7
Paper,689,Medium,1,0.62,3.445,9
Metal,1002,Low,1,1.804,5.01,5
Plastic,1814,High,1,3.809,9.07,2
Glass,802,High,1,1.203,4.01,6
Paper,1311,Low,0,1.18,6.555,9
Paper,458,Medium,1,0.412,2.29,9
Plastic,465,Medium,0,0.977,2.325,2
Metal,216,Medium,1,0.389,1.08,5
Bioplastic,316,Low,0,0.221,1.58,7
Paper,398,Low,1,0.358,1.99,9
Ceramic,1634,High,0,1.961,8.17,5
Glass,1429,Medium,1,2.143,7.145,6
Metal,301,Medium,1,0.542,1.505,5
Ceramic,615,Low,1,0.738,3.075,5
Plastic,997,Medium,0,2.094,4.985,2
Glass,1493,Low,1,2.24,7.465,6
Plastic,306,High,1,0.643,1.53,2
Ceramic,1320,Medium,1,1.584,6.6,5
Paper,1276,Medium,1,1.148,6.38,9
Bioplastic,1291,Low,1,0.904,6.455,7
Paper,1401,High,1,1.261,7.005,9
Glass,1898,Low,1,2.847,9.49,6
Metal,786,Medium,1,1.415,3.93,5
Bioplastic,1837,Low,1,1.286,9.185,7
Plastic,1611,Medium,0,3.383,8.055,2
Bioplastic,1017,Medium,1,0.712,5.085,7
Metal,1047,Medium,1,1.885,5.235,5
Plastic,888,High,0,1.865,4.44,2
Paper,972,Low,1,0.875,4.86,9
Paper,1574,Medium,1,1.417,7.87,9
Ceramic,1440,Low,1,1.728,7.2,5
Plastic,415,Medium,1,0.872,2.075,2
Glass,857,Low,1,1.286,4.285,6
Plastic,1872,Medium,1,3.931,9.36,2
Paper,903,High,1,0.813,4.515,9
Plastic,452,Low,1,0.949,2.26,2
Metal,1949,Medium,1,3.508,9.745,5
Plastic,1009,Medium,1,2.119,5.045,2
Paper,1679,Low,1,1.511,8.395,9
Plastic,202,Medium,0,0.424,1.01,2
Plastic,1121,Medium,0,2.354,5.605,2
Paper,926,Low,1,0.833,4.63,9
Ceramic,1280,Low,1,1.536,6.4,5
Metal,286,Medium,1,0.515,1.43,5
Ceramic,1858,Medium,0,2.23,9.29,5
Glass,770,High,0,1.155,3.85,6
Glass,519,Medium,1,0.778,2.595,6
Plastic,366,Low,1,0.769,1.83,2
Plastic,143,Medium,1,0.3,0.715,2
Paper,1439,Low,1,1.295,7.195,9
Bioplastic,308,Low,1,0.216,1.54,7
Plastic,745,Low,1,1.565,3.725,2
Ceramic,547,High,1,0.656,2.735,5
Ceramic,956,Medium,0,1.147,4.78,5
Glass,738,Medium,1,1.107,3.69,6
Bioplastic,666,Low,1,0.466,3.33,7
Plastic,1753,High,1,3.681,8.765,2
Metal,715,Medium,1,1.287,3.575,5
Glass,544,High,1,0.816,2.72,6
Paper,735,Low,1,0.661,3.675,9
Paper,1923,Medium,1,1.731,9.615,9
Metal,1729,Low,1,3.112,8.645,5
Plastic,1973,Low,1,4.143,9.865,2
Metal,1949,Medium,0,3.508,9.745,5
Metal,1137,Medium,1,2.047,5.685,5
Bioplastic,678,Medium,1,0.475,3.39,7
Metal,1538,Low,1,2.768,7.69,5
Glass,177,Low,0,0.266,0.885,6
Ceramic,1213,High,1,1.456,6.065,5
Paper,576,Low,1,0.518,2.88,9
Plastic,182,Low,1,0.382,0.91,2
Ceramic,1477,Medium,1,1.772,7.385,5
Paper,1272,High,1,1.145,6.36,9
Paper,1664,Medium,1,1.498,8.32,9
Plastic,359,Medium,1,0.754,1.795,2
Plastic,1490,High,0,3.129,7.45,2
Metal,1386,Low,1,2.495,6.93,5
Paper,1325,High,1,1.192,6.625,9
Ceramic,1786,High,1,2.143,8.93,5
Plastic,358,Medium,0,0.752,1.79,2
Ceramic,671,Low,1,0.805,3.355,5
Paper,620,Low,1,0.558,3.1,9
Plastic,510,Low,1,1.071,2.55,2
Paper,1019,High,1,0.917,5.095,9
Paper,1466,High,1,1.319,7.33,9
Glass,1900,Medium,1,2.85,9.5,6
Paper,1655,Medium,1,1.49,8.275,9
Plastic,1198,Low,1,2.516,5.99,2
Bioplastic,1998,High,1,1.399,9.99,7
Bioplastic,1490,High,1,1.043,7.45,7
Metal,818,High,1,1.472,4.09,5
Ceramic,1990,Medium,1,2.388,9.95,5
Bioplastic,108,Medium,1,0.076,0.54,7
Glass,1368,Medium,1,2.052,6.84,6
Plastic,347,Low,1,0.729,1.735,2
Plastic,643,Medium,1,1.35,3.215,2
Ceramic,1026,Medium,1,1.231,5.13,5
Plastic,845,Low,1,1.774,4.225,2
Paper,1984,Low,1,1.786,9.92,9
Metal,159,High,0,0.286,0.795,5
Metal,853,High,1,1.535,4.265,5
Bioplastic,1789,Medium,0,1.252,8.945,7
Bioplastic,1807,Low,1,1.265,9.035,7
Plastic,1613,Medium,1,3.387,8.065,2
Ceramic,189,High,1,0.227,0.945,5
Plastic,1206,Low,0,2.533,6.03,2
Plastic,728,Medium,1,1.529,3.64,2
Glass,998,Low,1,1.497,4.99,6
Bioplastic,1514,High,1,1.06,7.57,7
Plastic,1745,Low,1,3.664,8.725,2
Ceramic,1660,Low,1,1.992,8.3,5
Metal,1593,Medium,1,2.867,7.965,5
Ceramic,1399,Medium,1,1.679,6.995,5
Plastic,1608,Low,0,3.377,8.04,2
Paper,977,High,1,0.879,4.885,9
Metal,236,Medium,0,0.425,1.18,5
Glass,561,High,1,0.842,2.805,6
Plastic,1977,Medium,1,4.152,9.885,2
Bioplastic,686,Medium,0,0.48,3.43,7
Bioplastic,261,Low,0,0.183,1.305,7
Plastic,275,Low,1,0.578,1.375,2
Ceramic,1091,Low,1,1.309,5.455,5
Paper,1742,Medium,1,1.568,8.71,9
Ceramic,1332,Medium,1,1.598,6.66,5
Metal,729,High,1,1.312,3.645,5
Bioplastic,607,High,1,0.425,3.035,7
Glass,258,Low,0,0.387,1.29,6
Ceramic,1807,Medium,1,2.168,9.035,5
Plastic,1387,High,0,2.913,6.935,2
Ceramic,1776,Medium,1,2.131,8.88,5
Plastic,465,High,1,0.977,2.325,2
Metal,1455,High,1,2.619,7.275,5
Paper,147,High,1,0.132,0.735,9
Glass,197,Medium,1,0.295,0.985,6
Metal,998,Low,1,1.796,4.99,5
Bioplastic,1134,Low,0,0.794,5.67,7
Paper,1975,Low,1,1.778,9.875,9
Plastic,1286,High,1,2.701,6.43,2
Ceramic,247,Low,1,0.296,1.235,5
Paper,559,Medium,0,0.503,2.795,9
Glass,1553,Low,1,2.329,7.765,6
Plastic,1852,Low,1,3.889,9.26,2
Bioplastic,1023,High,0,0.716,5.115,7
Bioplastic,275,Medium,1,0.193,1.375,7
Glass,590,Medium,1,0.885,2.95,6
Metal,1122,Low,1,2.02,5.61,5
Plastic,1762,Medium,1,3.7,8.81,2
Bioplastic,572,High,1,0.4,2.86,7
Paper,431,Low,0,0.388,2.155,9
Glass,901,Medium,1,1.351,4.505,6
Ceramic,636,Low,0,0.763,3.18,5
Paper,1764,Medium,1,1.588,8.82,9
Paper,1974,Medium,0,1.777,9.87,9
Ceramic,478,Low,0,0.574,2.39,5
Glass,1329,Medium,0,1.994,6.645,6
Paper,1834,Medium,1,1.651,9.17,9
Paper,1483,Low,1,1.335,7.415,9
Metal,1385,Medium,1,2.493,6.925,5
Glass,378,Low,1,0.567,1.89,6
Glass,1662,Medium,1,2.493,8.31,6
Glass,1032,High,1,1.548,5.16,6
Bioplastic,346,Low,1,0.242,1.73,7
Metal,721,Low,0,1.298,3.605,5
Bioplastic,1731,High,1,1.212,8.655,7
Bioplastic,1088,Low,1,0.762,5.44,7
Plastic,163,Medium,0,0.342,0.815,2
Metal,1972,Medium,1,3.55,9.86,5
Glass,1877,Low,1,2.816,9.385,6
Bioplastic,774,High,0,0.542,3.87,7
Plastic,1499,Low,1,3.148,7.495,2
Bioplastic,333,Medium,0,0.233,1.665,7
Plastic,1754,Medium,1,3.683,8.77,2
Plastic,803,Medium,0,1.686,4.015,2
Paper,1081,High,1,0.973,5.405,9
Plastic,742,Low,0,1.558,3.71,2
Metal,1073,Low,1,1.931,5.365,5
Plastic,918,High,1,1.928,4.59,2
Paper,1125,Medium,1,1.012,5.625,9
Bioplastic,1495,Medium,0,1.046,7.475,7
Metal,556,High,1,1.001,2.78,5
Plastic,1336,Medium,1,2.806,6.68,2
Glass,1528,Low,1,2.292,7.64,6
Ceramic,734,Low,1,0.881,3.67,5
Ceramic,1633,Medium,1,1.96,8.165,5
Paper,955,High,0,0.86,4.775,9
Paper,221,Medium,0,0.199,1.105,9
Ceramic,667,Medium,1,0.8,3.335,5
Plastic,121,High,1,0.254,0.605,2
Plastic,1491,Medium,1,3.131,7.455,2
Glass,756,Medium,0,1.134,3.78,6
Glass,359,Low,1,0.538,1.795,6
Bioplastic,439,Low,1,0.307,2.195,7
Bioplastic,1236,High,1,0.865,6.18,7
Glass,598,Low,1,0.897,2.99,6
Metal,1826,Low,0,3.287,9.13,5
Plastic,244,Low,1,0.512,1.22,2
Paper,412,Low,1,0.371,2.06,9
Bioplastic,226,Medium,1,0.158,1.13,7
Plastic,235,Medium,1,0.493,1.175,2
Ceramic,840,Low,1,1.008,4.2,5
Bioplastic,1901,Medium,1,1.331,9.505,7
Plastic,288,Low,1,0.605,1.44,2
Paper,1702,Low,0,1.532,8.51,9
Glass,221,High,1,0.332,1.105,6
Paper,817,Low,1,0.735,4.085,9
Plastic,1760,Medium,0,3.696,8.8,2
Paper,1003,Medium,0,0.903,5.015,9
Metal,1373,Medium,1,2.471,6.865,5
Ceramic,495,High,1,0.594,2.475,5
Glass,1013,Low,1,1.52,5.065,6
Plastic,1360,Low,1,2.856,6.8,2
Plastic,1145,Medium,1,2.405,5.725,2
Glass,884,High,1,1.326,4.42,6
Bioplastic,1922,High,1,1.345,9.61,7
Paper,1118,Low,1,1.006,5.59,9
Ceramic,594,Low,1,0.713,2.97,5
Ceramic,911,Low,1,1.093,4.555,5
Plastic,1068,High,1,2.243,5.34,2
Metal,1268,High,1,2.282,6.34,5
Ceramic,985,High,1,1.182,4.925,5
Bioplastic,1977,Low,1,1.384,9.885,7
Ceramic,1404,Medium,1,1.685,7.02,5
Glass,1226,Medium,0,1.839,6.13,6
Paper,816,Medium,1,0.734,4.08,9
Ceramic,222,Low,0,0.266,1.11,5
Plastic,1344,High,1,2.822,6.72,2
Glass,1517,Medium,1,2.276,7.585,6
Glass,1306,Low,1,1.959,6.53,6
Paper,767,Low,1,0.69,3.835,9
Bioplastic,1101,High,1,0.771,5.505,7
Glass,136,High,0,0.204,0.68,6
Ceramic,1903,Low,1,2.284,9.515,5
Bioplastic,798,High,0,0.559,3.99,7
Ceramic,1080,High,1,1.296,5.4,5
Ceramic,172,Low,1,0.206,0.86,5
Plastic,1263,Medium,1,2.652,6.315,2
Bioplastic,1051,Low,1,0.736,5.255,7
Ceramic,278,Medium,1,0.334,1.39,5
Paper,551,High,1,0.496,2.755,9
Paper,384,Low,1,0.346,1.92,9
Glass,1282,High,1,1.923,6.41,6
Bioplastic,1416,Medium,0,0.991,7.08,7
Metal,1229,Low,0,2.212,6.145,5
Ceramic,838,Medium,0,1.006,4.19,5
Ceramic,653,High,1,0.784,3.265,5
Paper,473,Medium,1,0.426,2.365,9
Ceramic,1563,Low,1,1.876,7.815,5
Ceramic,1986,High,1,2.383,9.93,5
Bioplastic,1608,Medium,1,1.126,8.04,7
Glass,587,Medium,1,0.88,2.935,6
Plastic,499,Low,0,1.048,2.495,2
Metal,801,High,1,1.442,4.005,5
Ceramic,1529,Low,1,1.835,7.645,5
Plastic,1796,Medium,1,3.772,8.98,2
Plastic,928,Low,0,1.949,4.64,2
Bioplastic,1741,Low,1,1.219,8.705,7
Glass,1433,Medium,1,2.15,7.165,6
Metal,570,Low,0,1.026,2.85,5
Plastic,1871,Low,1,3.929,9.355,2
Ceramic,1411,Low,1,1.693,7.055,5
Glass,606,Low,1,0.909,3.03,6
Ceramic,162,Medium,1,0.194,0.81,5
Glass,1929,Low,1,2.893,9.645,6
Bioplastic,111,Low,0,0.078,0.555,7
Ceramic,604,Medium,1,0.725,3.02,5
