material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score
Paper,1643,Low,1,1.479,8.215,9,0.0009001825928180158,8.521
Metal,1556,High,1,2.801,7.78,5,0.0018001285347043702,3.199
Paper,519,High,0,0.467,2.595,9,0.0008998073217726398,8.533
Bioplastic,463,Low,1,0.324,2.315,7,0.0006997840172786177,7.676
Ceramic,733,Medium,1,0.88,3.665,5,0.0012005457025920873,5.12
Glass,1632,High,1,2.448,8.16,6,0.0015,4.552
Plastic,1668,High,0,3.503,8.34,2,0.0021001199040767385,-1.5030000000000001
Ceramic,232,High,0,0.278,1.16,5,0.0011982758620689656,4.7219999999999995
Metal,1322,High,1,2.38,6.61,5,0.0018003025718608169,3.62
Metal,1856,Medium,1,3.341,9.28,5,0.0018001077586206897,2.659
Ceramic,420,Low,1,0.504,2.1,5,0.0012000000000000001,5.496
Glass,1056,Medium,1,1.584,5.28,6,0.0015,5.416
Glass,750,Low,0,1.125,3.75,6,0.0015,4.875
Glass,217,Medium,1,0.326,1.085,6,0.0015023041474654377,6.674
Ceramic,1984,Low,1,2.381,9.92,5,0.0012001008064516127,3.619
Ceramic,1078,High,1,1.294,5.39,5,0.0012003710575139146,4.7059999999999995
Ceramic,1712,Low,1,2.054,8.56,5,0.001199766355140187,3.946
Paper,1040,Low,1,0.936,5.2,9,0.0009000000000000001,9.064
Glass,668,Low,1,1.002,3.34,6,0.0015,5.998
Ceramic,287,Low,1,0.344,1.435,5,0.0011986062717770033,5.656
Paper,646,Medium,1,0.581,3.23,9,0.0008993808049535603,9.419
Bioplastic,1980,Medium,0,1.386,9.9,7,0.0007,5.614
Paper,1736,Medium,0,1.562,8.68,9,0.0008997695852534563,7.438
Plastic,1165,Medium,1,2.446,5.825,2,0.002099570815450644,0.5539999999999998
Paper,685,Low,1,0.617,3.425,9,0.0009007299270072992,9.383
Glass,719,Medium,1,1.079,3.595,6,0.0015006954102920723,5.921
Ceramic,454,Low,0,0.545,2.27,5,0.0012004405286343614,4.455
Plastic,502,Medium,0,1.054,2.51,2,0.002099601593625498,0.946
Plastic,549,Low,1,1.153,2.745,2,0.002100182149362477,1.847
Glass,535,Medium,1,0.802,2.675,6,0.0014990654205607478,6.198
Ceramic,258,Low,1,0.31,1.29,5,0.0012015503875968993,5.69
Paper,527,Low,1,0.474,2.635,9,0.0008994307400379506,9.526
Plastic,918,Low,0,1.928,4.59,2,0.0021002178649237473,0.07200000000000006
Plastic,394,Low,1,0.827,1.97,2,0.002098984771573604,2.173
Plastic,1912,Medium,0,4.015,9.56,2,0.0020998953974895396,-2.0149999999999997
Paper,1378,High,1,1.24,6.89,9,0.0008998548621190131,8.76
Bioplastic,892,High,1,0.624,4.46,7,0.0006995515695067265,7.376
Paper,1873,Low,1,1.686,9.365,9,0.0009001601708489054,8.314
Bioplastic,1745,Low,1,1.222,8.725,7,0.0007002865329512894,6.7780000000000005
Plastic,754,Low,1,1.583,3.77,2,0.0020994694960212203,1.417
Glass,527,Medium,0,0.79,2.635,6,0.0014990512333965846,5.21
Glass,432,Medium,1,0.648,2.16,6,0.0015,6.352
Ceramic,1785,Medium,1,2.142,8.925,5,0.0012,3.858
Plastic,1625,Medium,0,3.413,8.125,2,0.002100307692307692,-1.4129999999999998
Metal,620,High,1,1.116,3.1,5,0.0018000000000000002,4.884
Glass,1094,Medium,1,1.641,5.47,6,0.0015,5.359
Plastic,1260,Medium,0,2.646,6.3,2,0.0021,-0.6459999999999999
Metal,1770,High,1,3.186,8.85,5,0.0018,2.814
Plastic,467,High,0,0.981,2.335,2,0.002100642398286938,1.0190000000000001
Bioplastic,154,Low,0,0.108,0.77,7,0.0007012987012987013,6.892
Paper,1123,High,1,1.011,5.615,9,0.00090026714158504,8.989
Ceramic,1912,Low,1,2.294,9.56,5,0.0011997907949790796,3.706
Paper,1858,High,1,1.672,9.29,9,0.0008998923573735199,8.328
Metal,1803,Medium,1,3.245,9.015,5,0.0017997781475318914,2.755
Paper,1153,High,0,1.038,5.765,9,0.0009002601908065915,7.962
Plastic,1284,Medium,1,2.696,6.42,2,0.002099688473520249,0.3039999999999998
Ceramic,1091,High,1,1.309,5.455,5,0.0011998166819431715,4.691
Paper,718,Medium,1,0.646,3.59,9,0.0008997214484679666,9.354
Ceramic,1729,Low,1,2.075,8.645,5,0.0012001156737998845,3.925
Ceramic,1321,Medium,0,1.585,6.605,5,0.0011998485995457985,3.415
Metal,1348,High,1,2.426,6.74,5,0.0017997032640949557,3.574
Glass,588,High,0,0.882,2.94,6,0.0015,5.118
Glass,886,Low,1,1.329,4.43,6,0.0015,5.671
Paper,615,Low,1,0.553,3.075,9,0.0008991869918699187,9.447
Plastic,1480,Low,1,3.108,7.4,2,0.0021,-0.1080000000000001
Bioplastic,530,Low,1,0.371,2.65,7,0.0007,7.629
Metal,1045,High,1,1.881,5.225,5,0.0018,4.119
Plastic,1729,Low,1,3.631,8.645,2,0.002100057836899942,-0.6309999999999998
Ceramic,1635,High,1,1.962,8.175,5,0.0012,4.038
Bioplastic,419,Medium,1,0.293,2.095,7,0.0006992840095465393,7.707
Glass,802,High,1,1.203,4.01,6,0.0015,5.797
Paper,1095,High,1,0.986,5.475,9,0.0009004566210045662,9.014
Paper,1193,Medium,1,1.074,5.965,9,0.0009002514668901929,8.926
Paper,1850,Medium,1,1.665,9.25,9,0.0009,8.335
Ceramic,893,Low,0,1.072,4.465,5,0.0012004479283314671,3.928
Bioplastic,502,Low,1,0.351,2.51,7,0.000699203187250996,7.649
Bioplastic,990,Medium,1,0.693,4.95,7,0.0007,7.307
Paper,521,High,1,0.469,2.605,9,0.0009001919385796545,9.531
Ceramic,871,High,0,1.045,4.355,5,0.0011997703788748564,3.955
Ceramic,1253,Low,0,1.504,6.265,5,0.001200319233838787,3.496
Glass,1755,High,1,2.632,8.775,6,0.0014997150997150999,4.368
Glass,1080,Low,1,1.62,5.4,6,0.0015,5.38
Ceramic,399,Medium,1,0.479,1.995,5,0.001200501253132832,5.521
Bioplastic,393,Medium,1,0.275,1.965,7,0.0006997455470737914,7.725
Plastic,461,Low,1,0.968,2.305,2,0.0020997830802603036,2.032
Glass,1583,Low,1,2.374,7.915,6,0.0014996841440303222,4.6259999999999994
Paper,1997,Low,1,1.797,9.985,9,0.000899849774661993,8.203
Metal,1933,Medium,1,3.479,9.665,5,0.0017997930677703053,2.521
Plastic,684,High,0,1.436,3.42,2,0.0020994152046783627,0.5640000000000001
Paper,1388,Medium,1,1.249,6.94,9,0.0008998559077809799,8.751
Paper,1620,Medium,1,1.458,8.1,9,0.0009,8.542
Bioplastic,888,High,0,0.622,4.44,7,0.0007004504504504504,6.378
Plastic,1475,Low,1,3.098,7.375,2,0.0021003389830508475,-0.09799999999999986
Ceramic,330,Low,1,0.396,1.65,5,0.0012000000000000001,5.604
Ceramic,929,Low,1,1.115,4.645,5,0.00120021528525296,4.885
Metal,1993,Low,1,3.587,9.965,5,0.0017997992975413949,2.413
Metal,888,Medium,1,1.598,4.44,5,0.0017995495495495496,4.402
Bioplastic,1567,Low,1,1.097,7.835,7,0.0007000638162093172,6.9030000000000005
Bioplastic,1191,High,1,0.834,5.955,7,0.0007002518891687657,7.166
Paper,229,Low,0,0.206,1.145,9,0.0008995633187772926,8.794
Bioplastic,967,Low,0,0.677,4.835,7,0.0007001034126163392,6.323
Ceramic,497,Low,1,0.596,2.485,5,0.001199195171026157,5.404
Metal,136,High,0,0.245,0.68,5,0.0018014705882352941,4.755
Plastic,1207,High,1,2.535,6.035,2,0.002100248550124275,0.46499999999999986
Glass,1428,Low,1,2.142,7.14,6,0.0015,4.8580000000000005
Plastic,1687,Low,1,3.543,8.435,2,0.002100177830468287,-0.5430000000000001
Glass,865,High,1,1.298,4.325,6,0.001500578034682081,5.702
Bioplastic,1813,Low,0,1.269,9.065,7,0.0006999448428019856,5.731
Ceramic,1636,Medium,0,1.963,8.18,5,0.001199877750611247,3.037
Plastic,426,Medium,0,0.895,2.13,2,0.0021009389671361504,1.105
Bioplastic,1112,High,1,0.778,5.56,7,0.0006996402877697842,7.2219999999999995
Bioplastic,371,Medium,1,0.26,1.855,7,0.0007008086253369272,7.74
Plastic,567,Low,1,1.191,2.835,2,0.0021005291005291005,1.809
Paper,979,Medium,1,0.881,4.895,9,0.0008998978549540347,9.119
Plastic,620,Low,0,1.302,3.1,2,0.0021,0.698
Metal,1872,High,0,3.37,9.36,5,0.0018002136752136753,1.63
Metal,633,Low,1,1.139,3.165,5,0.0017993680884676145,4.861
Metal,1413,Low,1,2.543,7.065,5,0.001799716914366596,3.457
Ceramic,634,Low,1,0.761,3.17,5,0.0012003154574132492,5.239
Paper,544,Low,0,0.49,2.72,9,0.0009007352941176471,8.51
Paper,1491,Low,0,1.342,7.455,9,0.0009000670690811536,7.6579999999999995
Bioplastic,1790,Medium,1,1.253,8.95,7,0.0007,6.747
Bioplastic,1727,Medium,1,1.209,8.635,7,0.00070005790387956,6.791
Ceramic,710,Medium,1,0.852,3.55,5,0.0012,5.148
Metal,1049,High,1,1.888,5.245,5,0.001799809342230696,4.112
Paper,1976,High,1,1.778,9.88,9,0.0008997975708502024,8.222
Bioplastic,808,High,1,0.566,4.04,7,0.0007004950495049505,7.434
Glass,1588,Medium,1,2.382,7.94,6,0.0015,4.618
Ceramic,1519,Low,1,1.823,7.595,5,0.0012001316655694536,4.177
Plastic,315,Medium,1,0.661,1.575,2,0.0020984126984126984,2.339
Metal,692,Low,1,1.246,3.46,5,0.001800578034682081,4.754
Ceramic,895,Low,0,1.074,4.475,5,0.0012000000000000001,3.926
Plastic,1239,Medium,1,2.602,6.195,2,0.002100080710250202,0.39800000000000013
Metal,781,Low,1,1.406,3.905,5,0.0018002560819462227,4.594
Paper,760,Medium,1,0.684,3.8,9,0.0009000000000000001,9.316
Ceramic,1039,High,0,1.247,5.195,5,0.0012001924927815208,3.753
Metal,1540,Medium,0,2.772,7.7,5,0.0018,2.228
Plastic,1063,Medium,1,2.232,5.315,2,0.0020997177798682976,0.7679999999999998
Ceramic,1277,Low,1,1.532,6.385,5,0.0011996867658574785,4.468
Paper,967,Medium,0,0.87,4.835,9,0.0008996897621509824,8.13
Bioplastic,1366,High,1,0.956,6.83,7,0.0006998535871156662,7.0440000000000005
Bioplastic,1879,High,1,1.315,9.395,7,0.0006998403406067057,6.6850000000000005
Paper,853,High,1,0.768,4.265,9,0.0009003516998827667,9.232
Plastic,1024,Low,1,2.15,5.12,2,0.002099609375,0.8500000000000001
Glass,887,Medium,1,1.331,4.435,6,0.0015005636978579482,5.6690000000000005
Glass,1674,High,1,2.511,8.37,6,0.0015,4.489
Paper,139,Medium,1,0.125,0.695,9,0.0008992805755395684,9.875
Metal,1108,Medium,1,1.994,5.54,5,0.001799638989169675,4.006
Glass,1057,Low,1,1.585,5.285,6,0.001499526963103122,5.415
Plastic,992,High,1,2.083,4.96,2,0.0020997983870967743,0.9169999999999998
Ceramic,319,Low,1,0.383,1.595,5,0.001200626959247649,5.617
Paper,852,High,1,0.767,4.26,9,0.0009002347417840376,9.233
Metal,1017,Medium,1,1.831,5.085,5,0.00180039331366765,4.1690000000000005
Metal,1351,Low,1,2.432,6.755,5,0.0018001480384900073,3.568
Metal,1158,High,1,2.084,5.79,5,0.0017996545768566494,3.916
Plastic,324,Low,0,0.68,1.62,2,0.0020987654320987655,1.3199999999999998
Bioplastic,259,Medium,0,0.181,1.295,7,0.0006988416988416988,6.819
Ceramic,1349,Medium,1,1.619,6.745,5,0.0012001482579688657,4.381
Glass,898,Medium,1,1.347,4.49,6,0.0015,5.6530000000000005
Glass,1277,Medium,1,1.915,6.385,6,0.001499608457321848,5.085
Bioplastic,227,Medium,1,0.159,1.135,7,0.0007004405286343612,7.841
Paper,990,Low,1,0.891,4.95,9,0.0009,9.109
Ceramic,1775,Low,1,2.13,8.875,5,0.0012,3.87
Ceramic,154,Medium,1,0.185,0.77,5,0.0012012987012987014,5.815
Metal,1960,Low,1,3.528,9.8,5,0.0018,2.472
Paper,1087,Medium,1,0.978,5.435,9,0.0008997240110395584,9.022
Plastic,554,Low,0,1.163,2.77,2,0.00209927797833935,0.837
Metal,1555,Medium,1,2.799,7.775,5,0.0018,3.201
Ceramic,933,High,1,1.12,4.665,5,0.0012004287245444803,4.88
Ceramic,1023,Medium,1,1.228,5.115,5,0.0012003910068426197,4.772
Ceramic,819,Low,1,0.983,4.095,5,0.0012002442002442002,5.017
Metal,1057,Low,1,1.903,5.285,5,0.0018003784295175023,4.0969999999999995
Paper,1009,Low,1,0.908,5.045,9,0.0008999008919722498,9.092
Metal,497,Medium,1,0.895,2.485,5,0.0018008048289738432,5.105
Glass,1590,Low,1,2.385,7.95,6,0.0014999999999999998,4.615
Metal,1405,Low,1,2.529,7.025,5,0.0018,3.471
Ceramic,741,Medium,1,0.889,3.705,5,0.0011997300944669366,5.111
Glass,125,Low,1,0.188,0.625,6,0.001504,6.812
Bioplastic,690,High,1,0.483,3.45,7,0.0007,7.517
Bioplastic,1395,Medium,0,0.976,6.975,7,0.0006996415770609319,6.024
Glass,1949,Medium,1,2.924,9.745,6,0.001500256541816316,4.0760000000000005
Glass,1576,Medium,1,2.364,7.88,6,0.0015,4.636
Metal,171,Low,1,0.308,0.855,5,0.0018011695906432748,5.692
Bioplastic,1772,High,1,1.24,8.86,7,0.0006997742663656885,6.76
Paper,1452,High,1,1.307,7.26,9,0.0009001377410468319,8.693
Plastic,1961,Medium,1,4.118,9.805,2,0.002099949005609383,-1.1180000000000003
Glass,1688,Low,1,2.532,8.44,6,0.0015,4.468
Plastic,1258,Low,1,2.642,6.29,2,0.002100158982511924,0.3580000000000001
Bioplastic,534,Low,1,0.374,2.67,7,0.000700374531835206,7.626
Metal,452,Low,0,0.814,2.26,5,0.0018008849557522122,4.186
Ceramic,327,Low,1,0.392,1.635,5,0.001198776758409786,5.608
Metal,1603,Medium,1,2.885,8.015,5,0.0017997504678727385,3.115
Paper,427,Low,1,0.384,2.135,9,0.0008992974238875879,9.616
Glass,1536,Low,1,2.304,7.68,6,0.0014999999999999998,4.696
Plastic,171,Low,1,0.359,0.855,2,0.0020994152046783627,2.641
Bioplastic,1516,High,1,1.061,7.58,7,0.0006998680738786279,6.939
Plastic,596,Medium,1,1.252,2.98,2,0.0021006711409395974,1.748
Glass,339,Medium,1,0.508,1.695,6,0.0014985250737463128,6.492
Bioplastic,1761,Medium,1,1.233,8.805,7,0.0007001703577512778,6.7669999999999995
Ceramic,241,Medium,1,0.289,1.205,5,0.0011991701244813276,5.711
Metal,340,Medium,1,0.612,1.7,5,0.0018,5.388
Paper,1250,Medium,1,1.125,6.25,9,0.0009,8.875
Plastic,720,Low,1,1.512,3.6,2,0.0021,1.488
Plastic,1179,High,1,2.476,5.895,2,0.0021000848176420694,0.524
Metal,1653,Medium,0,2.975,8.265,5,0.0017997580157289776,2.025
Plastic,567,Low,1,1.191,2.835,2,0.0021005291005291005,1.809
Bioplastic,624,Medium,1,0.437,3.12,7,0.0007003205128205128,7.563
Bioplastic,841,Medium,1,0.589,4.205,7,0.0007003567181926278,7.411
Metal,1871,Medium,0,3.368,9.355,5,0.001800106894708712,1.6320000000000001
Paper,1368,Low,1,1.231,6.84,9,0.0008998538011695907,8.769
Paper,1596,Medium,1,1.436,7.98,9,0.0008997493734335839,8.564
Paper,1893,Medium,1,1.704,9.465,9,0.0009001584786053883,8.296
Plastic,1487,Medium,1,3.123,7.435,2,0.0021002017484868865,-0.12300000000000022
Glass,1544,Medium,1,2.316,7.72,6,0.0014999999999999998,4.684
Metal,1196,Low,1,2.153,5.98,5,0.0018001672240802677,3.847
Paper,914,Low,0,0.823,4.57,9,0.000900437636761488,8.177
Plastic,1543,Low,1,3.24,7.715,2,0.002099805573558004,-0.2400000000000002
Bioplastic,1024,High,1,0.717,5.12,7,0.0007001953125,7.283
Metal,1500,Medium,1,2.7,7.5,5,0.0018000000000000002,3.3
Ceramic,748,Medium,1,0.898,3.74,5,0.0012005347593582888,5.102
Plastic,699,Medium,1,1.468,3.495,2,0.002100143061516452,1.532
Paper,781,Low,1,0.703,3.905,9,0.0009001280409731113,9.297
Glass,1442,High,1,2.163,7.21,6,0.0014999999999999998,4.837
Metal,248,Low,1,0.446,1.24,5,0.0017983870967741935,5.554
Paper,500,Low,1,0.45,2.5,9,0.0009,9.55
Glass,1305,Medium,1,1.958,6.525,6,0.0015003831417624521,5.042
Plastic,956,High,0,2.008,4.78,2,0.002100418410041841,-0.008000000000000007
Ceramic,1095,Low,1,1.314,5.475,5,0.0012000000000000001,4.686
Plastic,523,High,1,1.098,2.615,2,0.00209942638623327,1.902
Plastic,925,Medium,0,1.942,4.625,2,0.0020994594594594593,0.05800000000000005
Bioplastic,1137,Medium,1,0.796,5.685,7,0.0007000879507475814,7.204
Ceramic,903,High,1,1.084,4.515,5,0.0012004429678848284,4.916
Ceramic,1870,High,0,2.244,9.35,5,0.0012000000000000001,2.756
Metal,1687,Low,0,3.037,8.435,5,0.0018002371072910492,1.963
Glass,842,Medium,0,1.263,4.21,6,0.0014999999999999998,4.737
Glass,1215,Low,1,1.823,6.075,6,0.0015004115226337448,5.177
Metal,784,High,1,1.411,3.92,5,0.0017997448979591836,4.589
Bioplastic,324,High,1,0.227,1.62,7,0.0007006172839506173,7.773
Paper,890,High,0,0.801,4.45,9,0.0009000000000000001,8.199
Paper,905,Low,1,0.815,4.525,9,0.0009005524861878453,9.185
Plastic,612,Medium,1,1.285,3.06,2,0.002099673202614379,1.715
Paper,724,Low,1,0.652,3.62,9,0.0009005524861878453,9.348
Plastic,626,High,1,1.315,3.13,2,0.002100638977635783,1.685
Paper,172,Low,1,0.155,0.86,9,0.0009011627906976744,9.845
Plastic,479,Low,1,1.006,2.395,2,0.0021002087682672234,1.994
Metal,632,Low,1,1.138,3.16,5,0.0018006329113924048,4.862
Metal,361,Medium,1,0.65,1.805,5,0.0018005540166204986,5.35
Bioplastic,994,Medium,1,0.696,4.97,7,0.0007002012072434607,7.304
Glass,607,Medium,1,0.91,3.035,6,0.001499176276771005,6.09
Ceramic,1369,High,1,1.643,6.845,5,0.001200146092037984,4.357
Paper,1233,High,0,1.11,6.165,9,0.0009002433090024331,7.89
Plastic,1370,Low,1,2.877,6.85,2,0.0021,0.12300000000000022
Glass,1635,Low,0,2.453,8.175,6,0.0015003058103975535,3.547
Glass,1344,Low,1,2.016,6.72,6,0.0015,4.984
Paper,1720,High,0,1.548,8.6,9,0.0009,7.452
Paper,642,Low,1,0.578,3.21,9,0.0009003115264797507,9.422
Glass,1760,Low,1,2.64,8.8,6,0.0015,4.359999999999999
Paper,371,High,1,0.334,1.855,9,0.0009002695417789758,9.666
Paper,595,Medium,1,0.535,2.975,9,0.0008991596638655463,9.465
Metal,642,High,1,1.156,3.21,5,0.0018006230529595015,4.844
Ceramic,744,Medium,1,0.893,3.72,5,0.0012002688172043012,5.107
Metal,535,Medium,0,0.963,2.675,5,0.0018,4.037
Paper,220,Medium,1,0.198,1.1,9,0.0009000000000000001,9.802
Metal,1985,High,1,3.573,9.925,5,0.0018,2.427
Ceramic,502,Low,0,0.602,2.51,5,0.001199203187250996,4.398
Ceramic,1962,Medium,1,2.354,9.81,5,0.001199796126401631,3.646
Glass,755,Low,1,1.133,3.775,6,0.001500662251655629,5.867
Paper,329,Medium,1,0.296,1.645,9,0.0008996960486322188,9.704
Glass,750,Low,1,1.125,3.75,6,0.0015,5.875
Glass,1296,Low,1,1.944,6.48,6,0.0015,5.056
Metal,857,Medium,1,1.543,4.285,5,0.0018004667444574095,4.457
Glass,1856,High,0,2.784,9.28,6,0.0014999999999999998,3.216
Glass,791,Low,1,1.187,3.955,6,0.0015006321112515804,5.813
Paper,1136,Medium,1,1.022,5.68,9,0.0008996478873239437,8.978
Plastic,234,High,1,0.491,1.17,2,0.002098290598290598,2.509
Metal,1029,Medium,0,1.852,5.145,5,0.0017998056365403305,3.1479999999999997
Glass,409,Medium,1,0.614,2.045,6,0.0015012224938875305,6.386
Paper,824,High,1,0.742,4.12,9,0.0009004854368932039,9.258
Metal,1704,Medium,1,3.067,8.52,5,0.0017998826291079812,2.933
Glass,476,Low,1,0.714,2.38,6,0.0015,6.286
Plastic,534,Medium,1,1.121,2.67,2,0.002099250936329588,1.879
Ceramic,427,Medium,1,0.512,2.135,5,0.0011990632318501172,5.4879999999999995
Plastic,343,High,0,0.72,1.715,2,0.0020991253644314866,1.28
Glass,416,Medium,1,0.624,2.08,6,0.0015,6.376
Glass,405,Low,0,0.608,2.025,6,0.0015012345679012344,5.392
Ceramic,1780,Medium,1,2.136,8.9,5,0.0012000000000000001,3.864
Metal,623,Medium,1,1.121,3.115,5,0.0017993579454253612,4.879
Glass,1546,High,1,2.319,7.73,6,0.0015,4.681
Plastic,1280,High,1,2.688,6.4,2,0.0021000000000000003,0.31199999999999983
Paper,1451,Low,1,1.306,7.255,9,0.0009000689179875948,8.693999999999999
Glass,1444,Medium,1,2.166,7.22,6,0.0015,4.834
Glass,1498,Medium,0,2.247,7.49,6,0.0015,3.753
Metal,1135,Low,1,2.043,5.675,5,0.0018000000000000002,3.957
Metal,416,Medium,0,0.749,2.08,5,0.0018004807692307693,4.251
Metal,848,High,1,1.526,4.24,5,0.0017995283018867926,4.474
Plastic,1002,Low,1,2.104,5.01,2,0.002099800399201597,0.8959999999999999
Bioplastic,1876,Medium,1,1.313,9.38,7,0.0006998933901918976,6.687
Paper,1898,Medium,0,1.708,9.49,9,0.0008998946259220231,7.292
Bioplastic,1310,Medium,1,0.917,6.55,7,0.0007,7.083
Plastic,575,Low,1,1.208,2.875,2,0.002100869565217391,1.792
Metal,1903,Low,1,3.425,9.515,5,0.0017997898055701522,2.575
Metal,1344,Medium,1,2.419,6.72,5,0.0017998511904761905,3.581
Glass,314,Low,0,0.471,1.57,6,0.0014999999999999998,5.529
Plastic,1733,Medium,1,3.639,8.665,2,0.0020998268897864975,-0.6389999999999998
Glass,820,Low,0,1.23,4.1,6,0.0015,4.77
Glass,593,Medium,1,0.889,2.965,6,0.0014991568296795954,6.111
Ceramic,1779,Medium,1,2.135,8.895,5,0.0012001124227093872,3.865
Metal,1785,Medium,1,3.213,8.925,5,0.0018,2.787
Glass,1496,High,1,2.244,7.48,6,0.0015000000000000002,4.756
Ceramic,1075,Low,0,1.29,5.375,5,0.0012000000000000001,3.71
Paper,1265,Low,1,1.139,6.325,9,0.000900395256916996,8.861
Plastic,697,Medium,1,1.464,3.485,2,0.0021004304160688663,1.536
Metal,1434,Medium,1,2.581,7.17,5,0.001799860529986053,3.419
Bioplastic,1087,Low,1,0.761,5.435,7,0.0007000919963201472,7.239
Plastic,1331,High,1,2.795,6.655,2,0.0020999248685199096,0.20500000000000007
Metal,1494,High,1,2.689,7.47,5,0.0017998661311914325,3.311
Ceramic,178,Low,1,0.214,0.89,5,0.001202247191011236,5.786
Ceramic,1539,Medium,1,1.847,7.695,5,0.0012001299545159195,4.1530000000000005
Plastic,1501,High,1,3.152,7.505,2,0.002099933377748168,-0.15200000000000014
Bioplastic,769,Low,1,0.538,3.845,7,0.0006996098829648895,7.462
Bioplastic,1256,Low,1,0.879,6.28,7,0.0006998407643312102,7.121
Glass,1177,Low,1,1.766,5.885,6,0.0015004248088360238,5.234
Metal,532,Low,1,0.958,2.66,5,0.001800751879699248,5.042
Metal,1802,Low,1,3.244,9.01,5,0.001800221975582686,2.756
Glass,1607,Medium,1,2.41,8.035,6,0.0014996888612321096,4.59
Paper,1926,Low,0,1.733,9.63,9,0.0008997923156801662,7.2669999999999995
Plastic,1917,Medium,1,4.026,9.585,2,0.0021001564945226916,-1.0259999999999998
Metal,1810,Medium,1,3.258,9.05,5,0.0018,2.742
Glass,1601,Medium,1,2.401,8.005,6,0.0014996876951905058,4.599
Paper,1266,Low,1,1.139,6.33,9,0.0008996840442338073,8.861
Metal,1799,Medium,0,3.238,8.995,5,0.0017998888271261813,1.762
Paper,1967,Low,1,1.77,9.835,9,0.0008998474834773767,8.23
Glass,530,Low,1,0.795,2.65,6,0.0015,6.205
Ceramic,599,High,1,0.719,2.995,5,0.0012003338898163606,5.281
Ceramic,456,High,1,0.547,2.28,5,0.001199561403508772,5.453
Paper,109,Medium,1,0.098,0.545,9,0.0008990825688073395,9.902
Plastic,1002,Low,1,2.104,5.01,2,0.002099800399201597,0.8959999999999999
Plastic,1936,Low,1,4.066,9.68,2,0.002100206611570248,-1.0659999999999998
Metal,1359,Low,0,2.446,6.795,5,0.0017998528329654158,2.554
Bioplastic,1983,Medium,1,1.388,9.915,7,0.0006999495713565305,6.612
Ceramic,1909,Low,1,2.291,9.545,5,0.0012001047668936617,3.709
Metal,1975,Medium,0,3.555,9.875,5,0.0018000000000000002,1.4449999999999998
Ceramic,1373,Low,1,1.648,6.865,5,0.0012002913328477785,4.352
Metal,688,Low,0,1.238,3.44,5,0.0017994186046511628,3.762
Ceramic,1393,Low,1,1.672,6.965,5,0.0012002871500358936,4.328
Paper,935,High,1,0.842,4.675,9,0.0009005347593582887,9.158
Bioplastic,973,Medium,1,0.681,4.865,7,0.0006998972250770812,7.319
Ceramic,1437,Medium,1,1.724,7.185,5,0.001199721642310369,4.276
Paper,1167,Medium,0,1.05,5.835,9,0.0008997429305912597,7.95
Ceramic,561,Medium,1,0.673,2.805,5,0.001199643493761141,5.327
Metal,1841,High,0,3.314,9.205,5,0.0018001086366105379,1.686
Glass,537,Medium,1,0.805,2.685,6,0.0014990689013035382,6.195
Ceramic,1330,Medium,1,1.596,6.65,5,0.0012000000000000001,4.404
Plastic,810,Medium,0,1.701,4.05,2,0.0021,0.29899999999999993
Bioplastic,126,Low,1,0.088,0.63,7,0.0006984126984126984,7.912
Bioplastic,888,High,1,0.622,4.44,7,0.0007004504504504504,7.378
Paper,1954,Low,1,1.759,9.77,9,0.0009002047082906857,8.241
Plastic,561,Low,1,1.178,2.805,2,0.0020998217468805704,1.822
Bioplastic,1311,Low,1,0.918,6.555,7,0.0007002288329519452,7.082
Plastic,1352,Low,1,2.839,6.76,2,0.002099852071005917,0.16100000000000003
Bioplastic,937,High,1,0.656,4.685,7,0.0007001067235859125,7.344
Metal,795,Medium,1,1.431,3.975,5,0.0018000000000000002,4.569
Plastic,870,Low,1,1.827,4.35,2,0.0021,1.173
Ceramic,1997,Medium,0,2.396,9.985,5,0.001199799699549324,2.604
Metal,1916,Medium,1,3.449,9.58,5,0.0018001043841336117,2.551
Ceramic,1055,Medium,1,1.266,5.275,5,0.0012000000000000001,4.734
Glass,709,Low,1,1.063,3.545,6,0.0014992947813822284,5.937
